fixture_id,source_snapshot,source_path,content_kind,served_url,sha256,license_provenance,sensitive,used_by,copy_decision,destination_path
fixtures_test_iiif_van-gogh_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/iiif/van-gogh.html,html,fixtures.test/iiif/van-gogh.html,9d7d8423ab6f02045ac52b7b24df90fc2ba9213d629048da37acb74c23107c9c,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/iiif/van-gogh.html
fixtures_test_iiif-malformed-tile_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/iiif-malformed-tile/info.json,json,fixtures.test/iiif-malformed-tile/info.json,f654bad329cc4212424fded628e1d6449601e98a57287673760c90959d681194,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/iiif-malformed-tile/info.json
fixtures_test_iiif-presentation_manifest_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/iiif-presentation/manifest.json,json,fixtures.test/iiif-presentation/manifest.json,b2ccf802b446006a0014e108632acc7260844c7aef24332bc686eb1aefcf2645,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/iiif-presentation/manifest.json
fixtures_test_iiif-presentation_plain-image-manifest_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/iiif-presentation/plain-image-manifest.json,json,fixtures.test/iiif-presentation/plain-image-manifest.json,9f3092c52b18b93886c9e5c37826721799446124a864fd7effbd5d5c21d9e8e8,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/iiif-presentation/plain-image-manifest.json
fixtures_test_iiif-presentation_image_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/iiif-presentation/image/info.json,json,fixtures.test/iiif-presentation/image/info.json,fa0f65795ec44b7ab8a0dd9c34d27f77048757d017691463dc51410bf5f84564,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/iiif-presentation/image/info.json
fixtures_test_iiif-v3_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/iiif-v3/info.json,json,fixtures.test/iiif-v3/info.json,a61b549a66b7c18f8d2764d77c972b413639d3396f08b08bc7740b9f1b6f3ea7,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/iiif-v3/info.json
fixtures_test_krpano_pano_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/krpano/pano.xml,xml,fixtures.test/krpano/pano.xml,c6acd07d50953f85231a8eb67c7d9d75017ee8fb73f9d2a2beb0ac986b9b82b2,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/krpano/pano.xml
fixtures_test_lizardtech_iserv_calcrgn_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/lizardtech/iserv/calcrgn.xml,xml,fixtures.test/lizardtech/iserv/calcrgn.xml,306ec8eed846d0ed9279800a49c20a23be97762eb79521d51d15acbd684d277b,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/lizardtech/iserv/calcrgn.xml
fixtures_test_scripts_XMLBroker_new_php_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/scripts/XMLBroker.new.php.xml,xml,fixtures.test/scripts/XMLBroker.new.php.xml,3ad5faeca042a99987e18567ed4718d7a200f23988c1018f986288218572d583,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/scripts/XMLBroker.new.php.xml
fixtures_test_topviewer_data_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/topviewer/data.json,json,fixtures.test/topviewer/data.json,7e04ddff8ceb8c117b6527ce71bac57a4628635c250fe55138fbca9e1d870c54,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/topviewer/data.json
fixtures_test_topviewer_gahetna_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/topviewer/gahetna.html,html,fixtures.test/topviewer/gahetna.html,c46466bd9f8fb5f002527a1ac117df72bd03a5196565e5d7d096af7df0e63f74,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/topviewer/gahetna.html
fixtures_test_topviewer_page_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/topviewer/page.html,html,fixtures.test/topviewer/page.html,12b1a1cbded214bae8aa2684b4558fe9736a635ee2a1257cae0dfb30960619b3,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/topviewer/page.html
fixtures_test_topviewer_rkd_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/topviewer/rkd.html,html,fixtures.test/topviewer/rkd.html,ee6e93a7c36996d70d0b8a6456ba01d386c14a43f098c19011159f069f18592e,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/topviewer/rkd.html
fixtures_test_topviewer_server_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/topviewer/server.html,html,fixtures.test/topviewer/server.html,e811772eb654c6153df9174ae140baab81c188bf1a0accb171e07ce9a6171dd0,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/topviewer/server.html
fixtures_test_view_12_34_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/view/12/34.html,html,fixtures.test/view/12/34.html,37147ecd99e0491c0d4a3f2f80861a7def6845a644cfe212c0f2c1b6aa524ad1,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/view/12/34.html
fixtures_test_vls_zoom_1_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/vls/zoom/1.html,html,fixtures.test/vls/zoom/1.html,1981b57a660f06eab3c6f1ebbbe7ad5e0c347bb238115f63cc2b8688b404c247,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/vls/zoom/1.html
fixtures_test_wmts_WMTSCapabilities_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/wmts/WMTSCapabilities.xml,xml,fixtures.test/wmts/WMTSCapabilities.xml,81d091887955e1379fa97e95744770a8bfe6cbce35a4b291021f6b9c3e044fc4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/wmts/WMTSCapabilities.xml
fixtures_test_xl_sample_imgi_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/xl/sample.imgi.xml,xml,fixtures.test/xl/sample.imgi.xml,a05b46b5aaa1907a3d133d0f3d7c6dbb98ba7a15ad54ccdac96123c9e6344c5c,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/xl/sample.imgi.xml
fixtures_test_zoomify_ImageProperties_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/ImageProperties.xml,xml,fixtures.test/zoomify/ImageProperties.xml,8db06c7abea88605d4be80fc16b8cb4bf71caca948fedcf378968b4a5af795d4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/ImageProperties.xml
fixtures_test_zoomify_flash_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/flash.html,html,fixtures.test/zoomify/flash.html,22d7ef7977789dbc53de6daa621c4fe0772581adc511f720160e592a485454a9,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/flash.html
fixtures_test_zoomify_fluid_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/fluid.html,html,fixtures.test/zoomify/fluid.html,a8370f59724f269984f30157b16366d5127b8785bfa22eeb864c0c08818452e9,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/fluid.html
fixtures_test_zoomify_iframe-child_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/iframe-child.html,html,fixtures.test/zoomify/iframe-child.html,de9fa5cba50e9ccf20ac3740a098b593fc64fdb037426a0d87126f28c2a39304,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/iframe-child.html
fixtures_test_zoomify_iframe-parent_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/iframe-parent.html,html,fixtures.test/zoomify/iframe-parent.html,f3ff1da9096a12f3fb6551d7d4903d03a4c357281cf14cf0be02c0ba5e72f5d1,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/iframe-parent.html
fixtures_test_zoomify_openlayers_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/openlayers.html,html,fixtures.test/zoomify/openlayers.html,f18f5014f3efd14737c0a42150de32c188fc28b56dc7999bd6746e660da76bab,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/openlayers.html
fixtures_test_zoomify_tile-source_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/tile-source.html,html,fixtures.test/zoomify/tile-source.html,d17b37989bfb9f6347b455ea2f408d5ae15cd73a005efc6e20a36e0ba042be4a,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/tile-source.html
fixtures_test_zoomify_url-element_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/url-element.html,html,fixtures.test/zoomify/url-element.html,43a6e72c69f5fa195c93187cd3cef1d5a4132d9ca77167b31ee50d0f93a4bced,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/url-element.html
fixtures_test_zoomify_multiple-groups_ImageProperties_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify/multiple-groups/ImageProperties.xml,xml,fixtures.test/zoomify/multiple-groups/ImageProperties.xml,f206769c796382003c211293a9c887faa6ccc3279b1fcf2b32a0b7fd95901436,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify/multiple-groups/ImageProperties.xml
fixtures_test_zoomify-base-href_product_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify-base-href/product.html,html,fixtures.test/zoomify-base-href/product.html,0448e48b215b5f6c5955e862c781e06991316845fef3f9ee49d98326ce794b03,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify-base-href/product.html
fixtures_test_zoomify-base-href_assets_maps_sample_ImageProperties_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify-base-href/assets/maps/sample/ImageProperties.xml,xml,fixtures.test/zoomify-base-href/assets/maps/sample/ImageProperties.xml,8db06c7abea88605d4be80fc16b8cb4bf71caca948fedcf378968b4a5af795d4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify-base-href/assets/maps/sample/ImageProperties.xml
fixtures_test_zoomify-full-numtiles_ImageProperties_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/fixtures.test/zoomify-full-numtiles/ImageProperties.xml,xml,fixtures.test/zoomify-full-numtiles/ImageProperties.xml,51ad7cfc68789d0fdbf3b0ad5f4b5fba77624a720371b47fbf034519a43c178f,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/fixtures.test/zoomify-full-numtiles/ImageProperties.xml
g_co_arts_fixture_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/g.co/arts/fixture.html,html,g.co/arts/fixture.html,43e21b831ce89ae59418d1fff9628865f6ad59dd63e0a36dc45788a0b3646a24,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),review:test-double-token,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/g.co/arts/fixture.html
gallica_bnf_fr_iiif_ark:_12148_btv1b10500000_f1_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/gallica.bnf.fr/iiif/ark:/12148/btv1b10500000/f1/info.json,json,gallica.bnf.fr/iiif/ark:/12148/btv1b10500000/f1/info.json,ec1bb372634ac6676b0a5f704fc43d138ac7a25dcf3082f6e2632de0a8ca00d1,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/gallica.bnf.fr/iiif/ark:/12148/btv1b10500000/f1/info.json
historischarchief_midden-groningen_nl_collectie_beelden_beelden-view_index_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/historischarchief.midden-groningen.nl/collectie/beelden/beelden-view/index.html,html,historischarchief.midden-groningen.nl/collectie/beelden/beelden-view/index.html,7b51daa90b89e9e71b274248f6ab0dfd7467ce32aaa0c5f1381d0f829e6b3be1,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/historischarchief.midden-groningen.nl/collectie/beelden/beelden-view/index.html
i_micr_io_KEimL_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/i.micr.io/KEimL/info.json,json,i.micr.io/KEimL/info.json,18733d4469583f0e8c7d716965cc027dc4fd62432a98f983e947619c5f52fc83,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/i.micr.io/KEimL/info.json
i_micr_io_QYRjM_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/i.micr.io/QYRjM/info.json,json,i.micr.io/QYRjM/info.json,c74129e43f00af95d56e80ad844e384126c29c9ff0c4b468807592dd5265c13c,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/i.micr.io/QYRjM/info.json
i_micr_io_Raw01_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/i.micr.io/Raw01/info.json,json,i.micr.io/Raw01/info.json,d960f2cbb01ec101c853386dc86d174ae4cf575ededa07c009833c8549ea145e,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/i.micr.io/Raw01/info.json
images_memorix_nl_demo_topviewjson_memorix_sample-file_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/images.memorix.nl/demo/topviewjson/memorix/sample-file.json,json,images.memorix.nl/demo/topviewjson/memorix/sample-file.json,7e04ddff8ceb8c117b6527ce71bac57a4628635c250fe55138fbca9e1d870c54,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/images.memorix.nl/demo/topviewjson/memorix/sample-file.json
images_memorix_nl_ghs_topviewjson_memorix_686dce31-a340-7d19-ae6d-419cee43b952_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/images.memorix.nl/ghs/topviewjson/memorix/686dce31-a340-7d19-ae6d-419cee43b952.json,json,images.memorix.nl/ghs/topviewjson/memorix/686dce31-a340-7d19-ae6d-419cee43b952.json,7e04ddff8ceb8c117b6527ce71bac57a4628635c250fe55138fbca9e1d870c54,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/images.memorix.nl/ghs/topviewjson/memorix/686dce31-a340-7d19-ae6d-419cee43b952.json
images_memorix_nl_gra_topviewjson_memorix_1c7914ee-3f37-0d37-3218-48eba1c3a97f_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/images.memorix.nl/gra/topviewjson/memorix/1c7914ee-3f37-0d37-3218-48eba1c3a97f.json,json,images.memorix.nl/gra/topviewjson/memorix/1c7914ee-3f37-0d37-3218-48eba1c3a97f.json,7e04ddff8ceb8c117b6527ce71bac57a4628635c250fe55138fbca9e1d870c54,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/images.memorix.nl/gra/topviewjson/memorix/1c7914ee-3f37-0d37-3218-48eba1c3a97f.json
micrio-cdn_vangoghmuseum_nl_s0424M1991_info_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/micrio-cdn.vangoghmuseum.nl/s0424M1991/info.json,json,micrio-cdn.vangoghmuseum.nl/s0424M1991/info.json,a61b549a66b7c18f8d2764d77c972b413639d3396f08b08bc7740b9f1b6f3ea7,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/micrio-cdn.vangoghmuseum.nl/s0424M1991/info.json
nla_gov_au_nla_obj-152642460_dzi,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/nla.gov.au/nla.obj-152642460/dzi,noext,nla.gov.au/nla.obj-152642460/dzi,d0fb21b14fa97e826f35136c57c9b219cd0cdcc90b7eb7399b922d7c592cbc08,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/nla.gov.au/nla.obj-152642460/dzi
polona_pl_resources_item_9388882_index_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/polona.pl/resources/item/9388882/index.json,json,polona.pl/resources/item/9388882/index.json,297473751af92a729730bec46ce8708f47c0680417de2ab2a81e44dbc91e5162,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/polona.pl/resources/item/9388882/index.json
webservices_memorix_nl_mediabank_media_json,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/webservices.memorix.nl/mediabank/media.json,json,webservices.memorix.nl/mediabank/media.json,afb4bc37b175eeee5aeba80222d82ba208ee08d075819bfe2b173a6cc7a3a150,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/webservices.memorix.nl/mediabank/media.json
www_artandarchitecture_org_uk_images_zoom_c462969579cd09dd4ccb690d0e43018757fa2df2_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/www.artandarchitecture.org.uk/images/zoom/c462969579cd09dd4ccb690d0e43018757fa2df2.html,html,www.artandarchitecture.org.uk/images/zoom/c462969579cd09dd4ccb690d0e43018757fa2df2.html,22d7ef7977789dbc53de6daa621c4fe0772581adc511f720160e592a485454a9,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/www.artandarchitecture.org.uk/images/zoom/c462969579cd09dd4ccb690d0e43018757fa2df2.html
www_artandarchitecture_org_uk_zoomify_ImageProperties_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/www.artandarchitecture.org.uk/zoomify/ImageProperties.xml,xml,www.artandarchitecture.org.uk/zoomify/ImageProperties.xml,8db06c7abea88605d4be80fc16b8cb4bf71caca948fedcf378968b4a5af795d4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/www.artandarchitecture.org.uk/zoomify/ImageProperties.xml
www_bl_uk_manuscripts_Proxy_ashx_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/www.bl.uk/manuscripts/Proxy.ashx.xml,xml,www.bl.uk/manuscripts/Proxy.ashx.xml,af3554d990f73332f187c1eaf57b0d23f4c63022470c492da622ec9510ad2ee1,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/www.bl.uk/manuscripts/Proxy.ashx.xml
www_museodelprado_es_en_the-collection_art-work_las-meninas_9fdc7800-9ade-48b0-ab8b-edee94ea877f_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/www.museodelprado.es/en/the-collection/art-work/las-meninas/9fdc7800-9ade-48b0-ab8b-edee94ea877f.html,html,www.museodelprado.es/en/the-collection/art-work/las-meninas/9fdc7800-9ade-48b0-ab8b-edee94ea877f.html,2cb1b26075c1d4016e51f29431aa129009c0af0a1aba93053beaddd1dbb7423e,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/www.museodelprado.es/en/the-collection/art-work/las-meninas/9fdc7800-9ade-48b0-ab8b-edee94ea877f.html
www_ngv_vic_gov_au_explore_collection_work_3867_index_html,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/www.ngv.vic.gov.au/explore/collection/work/3867/index.html,html,www.ngv.vic.gov.au/explore/collection/work/3867/index.html,678a2f8ef13e6652291be598ab22869542bd6031ddbf954b875d598a1bdd669f,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/www.ngv.vic.gov.au/explore/collection/work/3867/index.html
www_ngv_vic_gov_au_zoomify_ImageProperties_xml,f7caa07,migration-sources/dezoomify-web/tests/fixtures/remote/www.ngv.vic.gov.au/zoomify/ImageProperties.xml,xml,www.ngv.vic.gov.au/zoomify/ImageProperties.xml,8db06c7abea88605d4be80fc16b8cb4bf71caca948fedcf378968b4a5af795d4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/www.ngv.vic.gov.au/zoomify/ImageProperties.xml
coverage_arcgis_MapServer_json,a304e43,migration-sources/dezoomify-rs/dezoomify-core/testdata/coverage/arcgis/MapServer.json,json,coverage/arcgis/MapServer.json,6380f32ba4b92f4563038bad3f498acaa0fc6d336357e24b40ca0447b87d5969,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/coverage/arcgis/MapServer.json
coverage_arcgis_uncached_json,a304e43,migration-sources/dezoomify-rs/dezoomify-core/testdata/coverage/arcgis/uncached.json,json,coverage/arcgis/uncached.json,cba79f3b84bbc5db75df3d77fbfcef48128d74b6ac62cce71aecf984276ea6d4,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/coverage/arcgis/uncached.json
coverage_deepzoom_paris-reader_html,a304e43,migration-sources/dezoomify-rs/dezoomify-core/testdata/coverage/deepzoom/paris-reader.html,html,coverage/deepzoom/paris-reader.html,59980c9f2f84f977cd583a72991c482379f9a56d20bdeabd9c6525cb2e74b92e,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/coverage/deepzoom/paris-reader.html
coverage_fsi_info_txt,a304e43,migration-sources/dezoomify-rs/dezoomify-core/testdata/coverage/fsi/info.txt,txt,coverage/fsi/info.txt,206ccb6989b5ce73434b5925d8b69cde28bbb2f7ddcaa85359a7dce2802190c8,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/coverage/fsi/info.txt
coverage_fsi_page_html,a304e43,migration-sources/dezoomify-rs/dezoomify-core/testdata/coverage/fsi/page.html,html,coverage/fsi/page.html,e866da4c48c55cc0e9e42e719eb59ec7635ef7a6e79e101ba822da1f83e22cf3,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/coverage/fsi/page.html
coverage_hungaricana_inline-images_html,a304e43,migration-sources/dezoomify-rs/dezoomify-core/testdata/coverage/hungaricana/inline-images.html,html,coverage/hungaricana/inline-images.html,77f0487927dce512e4f42f5c54503a999f808ac2ddcb8f3c8011bf613c89bf6b,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/coverage/hungaricana/inline-images.html
coverage_hungaricana_sample_ecw_json,a304e43,migration-sources/dezoomify-rs/dezoomify-core/testdata/coverage/hungaricana/sample.ecw.json,json,coverage/hungaricana/sample.ecw.json,9d9f567c8e3714bb13abd5d55b66d86cc01b582a68fa7ad775bd6130fa52e1a6,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/coverage/hungaricana/sample.ecw.json
coverage_iiif_contentdm-info_json,a304e43,migration-sources/dezoomify-rs/dezoomify-core/testdata/coverage/iiif/contentdm-info.json,json,coverage/iiif/contentdm-info.json,4781e79408faadb98b83e34800b9ddc231d56e9f4321410a18838ca86f77954a,GPL project test data (web GPL-2.0-or-later; rs GPL-3.0-only),false,phase-02 audit,curate-in-phase-03,testdata/scenarios/<owning-scenario>/payloads/coverage/iiif/contentdm-info.json
